Dados obtidos a partir do Sistema de Informação de Solos Brasileiros - BDSOLOS, esclarecimentos quanto ao uso disponível em:  http://www.bdsolos.cnptia.embrapa.br/esclarecimentos_uso.pdf

"Localização descritiva";"UF";"Município";"Altitude (m)";"Sistema de Coordenada";"Datum";"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Latitude Hemisfério";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Longitude Hemisfério";"Northing";"Easting";"pH - H2O";"pH - KCl";"pH - CaCl2";"Complexo Sortivo - Cálcio (cmolc/kg)";"Complexo Sortivo - Magnésio";"Complexo Sortivo - Ca + Mg";"Complexo Sortivo - Potássio";"Complexo Sortivo - Sódio";"Complexo Sortivo - Valor S (Ca2++Mg2++K++Na+)";"Complexo Sortivo - Hidrogênio (H+)";"Complexo Sortivo - Alumínio Trocável (Al3+)";"Complexo Sortivo - Valor T (S+H++Al3+)";"Complexo Sortivo - Valor V &Delta; Saturação por Bases (100. S/T)%";"Complexo Sortivo - Saturação por Alumínio (100. Al3+/S+Al3+)%";"Ataque sulfúrico - SiO2";"Ataque sulfúrico - Al2O3";"Ataque sulfúrico - Fe2O3";"Ataque sulfúrico - TiO2";"Ataque sulfúrico - P2O5";"Ataque sulfúrico - MnO";"Ataque sulfúrico - SiO2 / Al2O3 (Ki)";"Ataque sulfúrico - SiO2 / R2O3 (Kr)";"Ataque sulfúrico - Al2O3 / Fe2O3";"Fósforo assimilável (mg/kg)";"Carbono orgânico";"Nitrogênio total";"Relação C/N (%)";"Água da pasta de saturação";"Saturação por Sódio (100.Na+/T)";"Condutividade Elétrica";"Sais Solúveis do Extrato da Saturação - Cálcio";"Sais Solúveis do Extrato da Saturação - Magnésio";"Sais Solúveis do Extrato da Saturação - Potássio";"Sais Solúveis do Extrato da Saturação - Sódio";"Sais Solúveis do Extrato da Saturação - Carbonatos";"Sais Solúveis do Extrato da Saturação - Cloretos";"Sais Solúveis do Extrato da Saturação - Bicarbonatos";"Sais Solúveis do Extrato da Saturação - Sulfatos";"Ponto de Carga Zero";"Adsorção de Fosfato";"Enxofre";"Equivalente de Carbonato de Cálcio";"CDB - Ferro (g/kg)";"CDB - Alumínio (g/kg)";"CDB - Manganês (g/kg)";"Oxalato de Amônio - Ferro";"Oxalato de Amônio - Alumínio";"Oxalato de Amônio - Sílica";"Pirofosfato de Sódio - Ferro";"Pirofosfato de Sódio - Alumínio";"Microelementos - Ferro";"Microelementos - Manganês";"Microelementos - Cobre";"Microelementos - Zinco";"Microelementos - Níquel";"Microelementos - Boro";"Microelementos - Molibidênio";"Microelementos - Cobalto";"Microelementos - Cádmio";"Microelementos - Cromo";"Microelementos - Selênio";"Microelementos - Chumbo";"Microelementos - Mercúrio";"Microelementos - Arsênio";"Microelementos - Silício";"Informações adicionais da análise química";
"A 64,8 km de Rondonópolis em direção à Guiratinga na estrada MT-130. Guiratinga (MT). Lat. 16°26'S e long 54°07'WGr. Folha SE.21-X-B.";"MT";"Guiratinga";"350";"Latitude / Longitude";"";"16";"26";"";"Sul";"54";"7";"";"Oeste";"";"";"5.9";"4.8";"";"0.4";"7.8";"8.2";"0.22";"0.01";"8.4";"1.2";"0";"9.6";"88";"0";"314";"234";"78";"6.6";"";"";"2.28";"1.88";"4.71";"3";"5";"0.2";"25";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km da sede da Fazenda Taiamã, no terraço do Rio São Lourenço. Santo Antônio do Leverger (MT) Lat. 16°44'S e long 55°21'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"170";"Latitude / Longitude";"";"16";"44";"";"Sul";"55";"21";"";"Oeste";"";"";"6";"4.9";"";"1.8";"0.4";"2.2";"0.26";"0.02";"2.5";"2.2";"0";"4.7";"53";"0";"45";"27";"18";"2.5";"";"";"2.83";"1.99";"2.35";"23";"6.6";"0.9";"7";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km da sede da Fazenda Taiamã, no terraço do Rio São Lourenço. Santo Antônio do Leverger (MT) Lat. 16°44'S e long 55°21'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"170";"Latitude / Longitude";"";"16";"44";"";"Sul";"55";"21";"";"Oeste";"";"";"6.3";"5";"";"1.2";"0.3";"1.5";"0.17";"0.02";"1.7";"1.5";"0";"3.2";"53";"0";"45";"29";"21";"2.6";"";"";"2.64";"1.8";"2.17";"34";"2.4";"0.6";"4";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km da sede da Fazenda Taiamã, no terraço do Rio São Lourenço. Santo Antônio do Leverger (MT) Lat. 16°44'S e long 55°21'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"170";"Latitude / Longitude";"";"16";"44";"";"Sul";"55";"21";"";"Oeste";"";"";"5.5";"4.7";"";"1.3";"0.5";"1.8";"0.22";"0.02";"2";"1.6";"0";"3.6";"56";"0";"71";"50";"29";"3.5";"";"";"2.41";"1.76";"2.71";"11";"2.3";"0.6";"4";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km da sede da Fazenda Taiamã, no terraço do Rio São Lourenço. Santo Antônio do Leverger (MT) Lat. 16°44'S e long 55°21'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"170";"Latitude / Longitude";"";"16";"44";"";"Sul";"55";"21";"";"Oeste";"";"";"4.8";"4.1";"";"1";"0.6";"1.6";"0.1";"0.02";"1.7";"2.1";"0.5";"4.3";"40";"23";"109";"75";"47";"4.2";"";"";"2.47";"1.77";"2.51";"15";"1.8";"0.5";"4";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km da sede da Fazenda Taiamã, no terraço do Rio São Lourenço. Santo Antônio do Leverger (MT) Lat. 16°44'S e long 55°21'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"170";"Latitude / Longitude";"";"16";"44";"";"Sul";"55";"21";"";"Oeste";"";"";"5.3";"4.3";"";"1.7";"0.4";"2.1";"0.06";"0.01";"2.2";"2.1";"0.3";"4.6";"48";"12";"135";"101";"50";"4.6";"";"";"2.27";"1.73";"3.17";"3";"1.3";"0.4";"3";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Cáceres (MT). Lat. 16°05'S e long 58°38'WGr. Folha SE.21-V-A.";"MT";"Cáceres";"200";"Latitude / Longitude";"";"16";"5";"";"Sul";"58";"38";"";"Oeste";"";"";"6.2";"5.2";"";"1.23";"0.55";"1.78";"0.19";"0.06";"2";"2.57";"0";"4.57";"44";"0";"56.7";"59.1";"13.2";"";"";"";"1.63";"1.43";"7.03";"";"8";"0.7";"11";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Cáceres (MT). Lat. 16°05'S e long 58°38'WGr. Folha SE.21-V-A.";"MT";"Cáceres";"200";"Latitude / Longitude";"";"16";"5";"";"Sul";"58";"38";"";"Oeste";"";"";"6.1";"4.9";"";"0.7";"0.42";"1.12";"0.16";"0.02";"1.3";"1.9";"0";"3.2";"41";"0";"73.5";"66";"17";"";"";"";"1.89";"1.63";"6.1";"";"6";"0.5";"12";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Cáceres (MT). Lat. 16°05'S e long 58°38'WGr. Folha SE.21-V-A.";"MT";"Cáceres";"200";"Latitude / Longitude";"";"16";"5";"";"Sul";"58";"38";"";"Oeste";"";"";"5.8";"4.3";"";"0.4";"0.33";"0.73";"0.2";"0.03";"1";"2.16";"0.1";"3.26";"31";"9";"90.3";"75.7";"24.2";"";"";"";"2.03";"1.68";"4.91";"";"5";"0.5";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Cáceres (MT). Lat. 16°05'S e long 58°38'WGr. Folha SE.21-V-A.";"MT";"Cáceres";"200";"Latitude / Longitude";"";"16";"5";"";"Sul";"58";"38";"";"Oeste";"";"";"5.2";"4.3";"";"0.35";"0.24";"0.59";"0.14";"0.04";"0.8";"3.23";"0.3";"4.33";"18";"27";"110.2";"109.1";"34.4";"";"";"";"1.72";"1.43";"4.98";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Cáceres (MT). Lat. 16°05'S e long 58°38'WGr. Folha SE.21-V-A.";"MT";"Cáceres";"200";"Latitude / Longitude";"";"16";"5";"";"Sul";"58";"38";"";"Oeste";"";"";"5.6";"4.4";"";"0.4";"0.15";"0.55";"0.1";"0.03";"0.7";"3.42";"0.4";"4.52";"15";"36";"111.3";"102.5";"31.4";"";"";"";"1.85";"1.54";"5.13";"";"3";"0.3";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Cáceres (MT). Lat. 16°05'S e long 58°38'WGr. Folha SE.21-V-A.";"MT";"Cáceres";"200";"Latitude / Longitude";"";"16";"5";"";"Sul";"58";"38";"";"Oeste";"";"";"5.6";"4.4";"";"0.38";"0.23";"0.61";"0.08";"0.03";"0.7";"2.99";"0.4";"4.09";"17";"36";"121";"114.7";"37.8";"";"";"";"1.79";"1.48";"4.76";"";"3";"0.3";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 47 km de Cáceres em direção ao Destacamento da Corixa. Cáceres (MT). Lat. 16°10'S e long 58°03'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"150";"Latitude / Longitude";"";"16";"10";"";"Sul";"58";"3";"";"Oeste";"";"";"5.1";"4.6";"";"1.52";"0.81";"2.33";"0.02";"0.02";"2.4";"0.12";"0.14";"2.66";"90";"6";"";"";"";"";"";"";"";"";"";"1";"15";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 47 km de Cáceres em direção ao Destacamento da Corixa. Cáceres (MT). Lat. 16°10'S e long 58°03'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"150";"Latitude / Longitude";"";"16";"10";"";"Sul";"58";"3";"";"Oeste";"";"";"4.3";"3.9";"";"0.55";"0.55";"1.1";"0.1";"0.02";"1.2";"0.11";"0.54";"1.85";"65";"31";"";"";"";"";"";"";"";"";"";"2";"6";"";"0";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 47 km de Cáceres em direção ao Destacamento da Corixa. Cáceres (MT). Lat. 16°10'S e long 58°03'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"150";"Latitude / Longitude";"";"16";"10";"";"Sul";"58";"3";"";"Oeste";"";"";"4.2";"3.9";"";"0.6";"0.64";"1.24";"0.05";"0.02";"1.3";"0.07";"0.7";"2.07";"63";"35";"";"";"";"";"";"";"";"";"";"1";"3";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 47 km de Cáceres em direção ao Destacamento da Corixa. Cáceres (MT). Lat. 16°10'S e long 58°03'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"150";"Latitude / Longitude";"";"16";"10";"";"Sul";"58";"3";"";"Oeste";"";"";"4.1";"3.8";"";"0.5";"0.33";"0.83";"0.04";"0.03";"0.9";"0.21";"0.99";"2.1";"43";"52";"";"";"";"";"";"";"";"";"";"1";"2";"";"0";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 47 km de Cáceres em direção ao Destacamento da Corixa. Cáceres (MT). Lat. 16°10'S e long 58°03'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"150";"Latitude / Longitude";"";"16";"10";"";"Sul";"58";"3";"";"Oeste";"";"";"4.2";"3.9";"";"0.75";"0.36";"1.11";"0.05";"0.03";"1.2";"0.21";"0.66";"2.07";"58";"35";"";"";"";"";"";"";"";"";"";"1";"2";"";"0";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 116 km de Rondonópolis em direção a Fazenda Laguna. Santo Antônio do Leverger (MT). Lat. 16°30'S e long 55°17'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"220";"Latitude / Longitude";"";"16";"30";"";"Sul";"55";"17";"";"Oeste";"";"";"6.6";"5.7";"";"4.2";"1.1";"5.3";"0.27";"0.03";"5.6";"1.9";"0";"7.5";"75";"0";"50";"33";"26";"1.2";"";"";"2.58";"1.71";"1.99";"28";"11.8";"1.4";"8";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 116 km de Rondonópolis em direção a Fazenda Laguna. Santo Antônio do Leverger (MT). Lat. 16°30'S e long 55°17'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"220";"Latitude / Longitude";"";"16";"30";"";"Sul";"55";"17";"";"Oeste";"";"";"5.7";"4.2";"";"1";"0.2";"1.2";"0.09";"0.01";"1.3";"1.9";"0.2";"3.4";"38";"13";"62";"46";"29";"1.5";"";"";"2.29";"1.63";"2.49";"2";"3.8";"0.6";"6";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 116 km de Rondonópolis em direção a Fazenda Laguna. Santo Antônio do Leverger (MT). Lat. 16°30'S e long 55°17'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"220";"Latitude / Longitude";"";"16";"30";"";"Sul";"55";"17";"";"Oeste";"";"";"5.2";"4";"";"";"";"0.5";"0.04";"0.01";"0.6";"2.3";"1";"3.9";"15";"63";"77";"61";"33";"1.7";"";"";"2.15";"1.6";"2.9";"1";"3.8";"0.6";"6";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 116 km de Rondonópolis em direção a Fazenda Laguna. Santo Antônio do Leverger (MT). Lat. 16°30'S e long 55°17'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"220";"Latitude / Longitude";"";"16";"30";"";"Sul";"55";"17";"";"Oeste";"";"";"5.5";"4.1";"";"";"";"0.8";"0.04";"0.01";"0.9";"1.9";"0.9";"3.7";"24";"50";"114";"92";"40";"2.4";"";"";"2.11";"1.65";"3.61";"1";"2";"0.6";"3";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 116 km de Rondonópolis em direção a Fazenda Laguna. Santo Antônio do Leverger (MT). Lat. 16°30'S e long 55°17'WGr. Folha SE.21-X-B.";"MT";"Santo Antônio do Leverger";"220";"Latitude / Longitude";"";"16";"30";"";"Sul";"55";"17";"";"Oeste";"";"";"5.5";"4.1";"";"";"";"0.6";"0.03";"0.01";"0.6";"2";"0.9";"3.5";"17";"60";"";"";"";"";"";"";"";"";"";"1";"";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km a oeste do Rio Carcará no Retiro Carcará. Poconé (MT). Lat. 17°29'S e long 57°18'WGr. Folha SE.21-V-C.";"MT";"Poconé";"95";"Latitude / Longitude";"";"17";"29";"";"Sul";"57";"18";"";"Oeste";"";"";"4.7";"3.9";"";"1.4";"0.1";"1.5";"0.07";"0.1";"1.7";"5.1";"1.7";"8.5";"20";"50";"114";"52";"16";"3";"";"";"3.73";"3.12";"5.1";"8";"10.2";"1.6";"6";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km a oeste do Rio Carcará no Retiro Carcará. Poconé (MT). Lat. 17°29'S e long 57°18'WGr. Folha SE.21-V-C.";"MT";"Poconé";"95";"Latitude / Longitude";"";"17";"29";"";"Sul";"57";"18";"";"Oeste";"";"";"4.9";"3.8";"";"";"";"0.5";"0.04";"0.05";"0.6";"2.6";"1.9";"5.1";"12";"76";"82";"47";"20";"3.2";"";"";"2.97";"2.33";"3.69";"1";"3.2";"0.9";"4";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km a oeste do Rio Carcará no Retiro Carcará. Poconé (MT). Lat. 17°29'S e long 57°18'WGr. Folha SE.21-V-C.";"MT";"Poconé";"95";"Latitude / Longitude";"";"17";"29";"";"Sul";"57";"18";"";"Oeste";"";"";"5.2";"3.9";"";"";"";"0.3";"0.06";"0.05";"0.4";"2";"3.1";"5.5";"7";"89";"101";"63";"27";"3.8";"";"";"2.73";"2.14";"3.66";"1";"2.8";"0.8";"3";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km a oeste do Rio Carcará no Retiro Carcará. Poconé (MT). Lat. 17°29'S e long 57°18'WGr. Folha SE.21-V-C.";"MT";"Poconé";"95";"Latitude / Longitude";"";"17";"29";"";"Sul";"57";"18";"";"Oeste";"";"";"5.4";"3.9";"";"";"";"0.4";"0.07";"0.08";"0.6";"2.3";"5.2";"8.1";"7";"90";"177";"128";"44";"4.6";"";"";"2.35";"1.93";"4.57";"1";"2.8";"0.8";"3";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km a oeste do Rio Carcará no Retiro Carcará. Poconé (MT). Lat. 17°29'S e long 57°18'WGr. Folha SE.21-V-C.";"MT";"Poconé";"95";"Latitude / Longitude";"";"17";"29";"";"Sul";"57";"18";"";"Oeste";"";"";"5.7";"3.8";"";"1";"0.5";"1.5";"0.06";"0.17";"1.7";"2.8";"9";"13.5";"13";"84";"272";"196";"58";"5.9";"";"";"2.36";"1.98";"5.31";"1";"2.8";"1";"3";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 1 km a oeste do Rio Carcará no Retiro Carcará. Poconé (MT). Lat. 17°29'S e long 57°18'WGr. Folha SE.21-V-C.";"MT";"Poconé";"95";"Latitude / Longitude";"";"17";"29";"";"Sul";"57";"18";"";"Oeste";"";"";"5.8";"3.7";"";"1.6";"1.8";"3.4";"0.06";"0.18";"3.6";"2.8";"10";"16.4";"22";"74";"299";"220";"63";"6.3";"";"";"2.31";"1.95";"5.48";"1";"2.3";"0.8";"3";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 700 metros do Retiro Formoso, na Vazante Formosa. Rondonópolis (MT). Lat. 16°49'S e long 55°13'WGr. Folha SE.21-X-B.";"MT";"Rondonópolis";"160";"Latitude / Longitude";"";"16";"49";"";"Sul";"55";"13";"";"Oeste";"";"";"5";"4.2";"";"";"";"0.1";"0.08";"0.05";"0.2";"2.2";"0.4";"2.8";"7";"67";"";"";"";"";"";"";"";"";"";"1";"4.9";"0.7";"7";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 700 metros do Retiro Formoso, na Vazante Formosa. Rondonópolis (MT). Lat. 16°49'S e long 55°13'WGr. Folha SE.21-X-B.";"MT";"Rondonópolis";"160";"Latitude / Longitude";"";"16";"49";"";"Sul";"55";"13";"";"Oeste";"";"";"4.6";"4.2";"";"";"";"0.1";"0.04";"0.02";"0.2";"1.3";"0.3";"1.8";"11";"60";"";"";"";"";"";"";"";"";"";"1";"1.7";"0.5";"3";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 700 metros do Retiro Formoso, na Vazante Formosa. Rondonópolis (MT). Lat. 16°49'S e long 55°13'WGr. Folha SE.21-X-B.";"MT";"Rondonópolis";"160";"Latitude / Longitude";"";"16";"49";"";"Sul";"55";"13";"";"Oeste";"";"";"5.2";"4.4";"";"";"";"0.1";"0.02";"0.02";"0.1";"0.6";"0";"0.7";"14";"0";"";"";"";"";"";"";"";"";"";"1";"0.3";"0.4";"1";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 700 metros do Retiro Formoso, na Vazante Formosa. Rondonópolis (MT). Lat. 16°49'S e long 55°13'WGr. Folha SE.21-X-B.";"MT";"Rondonópolis";"160";"Latitude / Longitude";"";"16";"49";"";"Sul";"55";"13";"";"Oeste";"";"";"5.3";"4";"";"";"";"0.3";"0.11";"0.09";"0.5";"1.8";"1.1";"3.4";"15";"69";"78";"48";"29";"2.4";"";"";"2.76";"1.99";"2.6";"1";"0.7";"0.4";"2";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 700 metros do Retiro Formoso, na Vazante Formosa. Rondonópolis (MT). Lat. 16°49'S e long 55°13'WGr. Folha SE.21-X-B.";"MT";"Rondonópolis";"160";"Latitude / Longitude";"";"16";"49";"";"Sul";"55";"13";"";"Oeste";"";"";"5.2";"4.1";"";"";"";"0.2";"0.14";"0.09";"0.4";"1.8";"0.7";"2.9";"14";"64";"63";"39";"75";"2";"";"";"2.75";"1.23";"0.82";"1";"0.7";"0.4";"2";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 700 metros do Retiro Formoso, na Vazante Formosa. Rondonópolis (MT). Lat. 16°49'S e long 55°13'WGr. Folha SE.21-X-B.";"MT";"Rondonópolis";"160";"Latitude / Longitude";"";"16";"49";"";"Sul";"55";"13";"";"Oeste";"";"";"5.1";"4";"";"";"";"0.1";"0.16";"0.09";"0.3";"2";"1";"3.3";"9";"77";"68";"42";"77";"2.4";"";"";"2.75";"1.27";"0.86";"1";"0.5";"0.4";"1";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 7 km de Arenápolis, na estrada Arenápolis-Marilândia. Arenápolis, MT. Lat. 14°25'S e Long. 56°54'WGr. Folha SD.21-Z-A.";"MT";"Arenápolis";"450";"Latitude / Longitude";"";"14";"25";"";"Sul";"56";"54";"";"Oeste";"";"";"5.6";"4.7";"";"0.8";"0.15";"0.95";"0.09";"0.02";"1.1";"5.07";"0";"6.17";"18";"0";"546";"306";"238.2";"";"";"";"3.03";"2.03";"2.02";"";"28";"1.8";"16";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 7 km de Arenápolis, na estrada Arenápolis-Marilândia. Arenápolis, MT. Lat. 14°25'S e Long. 56°54'WGr. Folha SD.21-Z-A.";"MT";"Arenápolis";"450";"Latitude / Longitude";"";"14";"25";"";"Sul";"56";"54";"";"Oeste";"";"";"6";"5.2";"";"0.31";"0.05";"0.36";"0.03";"0.02";"0.4";"11.16";"0";"11.56";"3";"0";"55.3";"311.1";"248.9";"";"";"";"0.3";"0.2";"1.96";"";"15";"1.1";"14";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 7 km de Arenápolis, na estrada Arenápolis-Marilândia. Arenápolis, MT. Lat. 14°25'S e Long. 56°54'WGr. Folha SD.21-Z-A.";"MT";"Arenápolis";"450";"Latitude / Longitude";"";"14";"25";"";"Sul";"56";"54";"";"Oeste";"";"";"6.1";"5.5";"";"0.3";"0.05";"0.35";"0.02";"0.01";"0.4";"9.58";"0";"9.98";"4";"0";"60.1";"321.3";"249.3";"";"";"";"0.32";"0.21";"2.02";"";"10";"0.8";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 7 km de Arenápolis, na estrada Arenápolis-Marilândia. Arenápolis, MT. Lat. 14°25'S e Long. 56°54'WGr. Folha SD.21-Z-A.";"MT";"Arenápolis";"450";"Latitude / Longitude";"";"14";"25";"";"Sul";"56";"54";"";"Oeste";"";"";"6.3";"5.8";"";"0.28";"0.04";"0.32";"0.01";"0.01";"0.3";"8.18";"0";"8.48";"4";"0";"31.3";"328.4";"265.9";"";"";"";"0.16";"0.11";"1.94";"";"9";"0.6";"15";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 7 km de Arenápolis, na estrada Arenápolis-Marilândia. Arenápolis, MT. Lat. 14°25'S e Long. 56°54'WGr. Folha SD.21-Z-A.";"MT";"Arenápolis";"450";"Latitude / Longitude";"";"14";"25";"";"Sul";"56";"54";"";"Oeste";"";"";"6.3";"6";"";"0.24";"0.04";"0.28";"0.01";"0.01";"0.3";"7.32";"0";"7.62";"4";"0";"61.8";"328.8";"266.3";"";"";"";"0.32";"0.21";"1.94";"";"6";"0.4";"15";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
